artist,song,text,lyrics
Loretta Lynn,If You're Not Gone Too Long,"I'm gonna wipe these teardrops from my eyes  
There ain't no use for me to cry  
And there's some things I think I need to say  
I'll think about you every day every day while you're away  
I'll be true to you honey while you're gone if you're not gone too long  
But if you're gone for a year or two it may be too long for me to be true  
I might find somebody else cause I get lonesome by myself  
I'll be the truest love you've known and for a while I'll stay at home  
I'll be true to you honey while you're gone if you're not gone too long  
[ guitar - steel ]  
Tomorrow you'll be gone I know so love me now before you go  
We don't know what's farther down the road  
There may be a detour sign to upset plans of yours and mine  
I'll be true to you honey while you're gone if you're not gone too long  
But if you're gone for a year or two...  
Oh yeah if you're not gone too long  
  
  

","I'm gonna wipe these teardrops from my eyes  
There ain't no use for me to cry  
And there's some things I think I need to say  
I'll think about you every day every day while you're away  
I'll be true to you honey while you're gone if you're not gone too long  
But if you're gone for a year or two it may be too long for me to be true  
I might find somebody else cause I get lonesome by myself  
I'll be the truest love you've known and for a while I'll stay at home  
I'll be true to you honey while you're gone if you're not gone too long  
  
Tomorrow you'll be gone I know so love me now before you go  
We don't know what's farther down the road  
There may be a detour sign to upset plans of yours and mine  
I'll be true to you honey while you're gone if you're not gone too long  
But if you're gone for a year or two...  
Oh yeah if you're not gone too long"
Loretta Lynn,I'll Still Be Missing You,"I'll still be missing you  
Just as long as the sun shines through  
No matter what I do, I'll still be missing you  
I told myself when I walked out your door  
Don't look back you don't need him anymore  
Out there somewhere a new world you're gonna find  
So walk away and leave the rest of time  
I'll still be missing you  
Just as long as the sun shines through  
Pretending that I'm not blue, I'll still be missing you  
  
What a fool I was  
To think that I could lead a way of life already built in me  
Now all those times that used to seem so bad  
I know now were the best I've ever had  
I'll still be missing you...

","I'll still be missing you  
Just as long as the sun shines through  
No matter what I do, I'll still be missing you  
I told myself when I walked out your door  
Don't look back you don't need him anymore  
Out there somewhere a new world you're gonna find  
So walk away and leave the rest of time  
I'll still be missing you  
Just as long as the sun shines through  
Pretending that I'm not blue, I'll still be missing you  
  
What a fool I was  
To think that I could lead a way of life already built in me  
Now all those times that used to seem so bad  
I know now were the best I've ever had  
I'll still be missing you..."
Loretta Lynn,I'll Sure Come A Long Way Down,"Take out all my hair blonde today to change my homy touch  
I'll even learn a joke to tell that makes my pale face blush  
I'll change the high neck dress I wear to low cut dress I found  
To come up to what you're wantin' I'll sure come a long way down  
I'll put on heavy makeup so the real me won't show through  
I'll be the thing I hate the most if I can't be with you  
I'll come to the dark and dirty streets in the roughest part of town  
To come up to what you're wantin' I'll sure come a long way down  
[ steel ]  
I'll wear my lipstick much too red and a dress that fits too tight  
I'll be the kinda girl you want to fit into your life  
I'll give up everything that's good rechange to the things you bound  
To come up to what you're wantin' I'll sure come a long way down  
I'll put on heavy makeup...

","Take out all my hair blonde today to change my homy touch  
I'll even learn a joke to tell that makes my pale face blush  
I'll change the high neck dress I wear to low cut dress I found  
To come up to what you're wantin' I'll sure come a long way down  
I'll put on heavy makeup so the real me won't show through  
I'll be the thing I hate the most if I can't be with you  
I'll come to the dark and dirty streets in the roughest part of town  
To come up to what you're wantin' I'll sure come a long way down  
  
I'll wear my lipstick much too red and a dress that fits too tight  
I'll be the kinda girl you want to fit into your life  
I'll give up everything that's good rechange to the things you bound  
To come up to what you're wantin' I'll sure come a long way down  
I'll put on heavy makeup..."
Loretta Lynn,I'm A Getting Ready To Go,"I get down on my knees everyday and I pray  
These tears I'm a cryin' are tears of joy cause it wash my sins away  
I'm a livin' for the Lord and I want everybody to know  
This old world's just my dressin' room and I'm a gettin' ready to go  
Yeah I'm a gettin' ready to go to a place called heaven  
I'm gonna praise my Saviour's name everyday that I'm livin'  
Glory hallelujah I'm not ashamed to let the salvation show  
This old world's just my dressin' room and I'm a gettin' ready to go  
[ piano ]  
I'm gonna walkin' there with Jesus and my God  
I wanna know everything'sa gonna be alright when they lay me under to sod  
When he gathers his sheep I wanna be as white as snow  
This old world's just my dressin' room and I'm a gettin' ready to go  
Yeah I'm a gettin' ready to go...  
This old world's just my dressin' room and I'm a gettin' ready to go

","I get down on my knees everyday and I pray  
These tears I'm a cryin' are tears of joy cause it wash my sins away  
I'm a livin' for the Lord and I want everybody to know  
This old world's just my dressin' room and I'm a gettin' ready to go  
Yeah I'm a gettin' ready to go to a place called heaven  
I'm gonna praise my Saviour's name everyday that I'm livin'  
Glory hallelujah I'm not ashamed to let the salvation show  
This old world's just my dressin' room and I'm a gettin' ready to go  
  
I'm gonna walkin' there with Jesus and my God  
I wanna know everything'sa gonna be alright when they lay me under to sod  
When he gathers his sheep I wanna be as white as snow  
This old world's just my dressin' room and I'm a gettin' ready to go  
Yeah I'm a gettin' ready to go...  
This old world's just my dressin' room and I'm a gettin' ready to go"
Loretta Lynn,I'm A Honky Tonk Girl,"Ever since you left me I've done nothing but wrong.  
Many nights I've laid awake and cried.  
We was so happy.  
My heart was in a whirl,  
But now I'm a honky tonk girl.  
So turn that jukebox way up high,  
And fill my glass up while I cry.  
I've lost everything in this world,  
And now I'm a honky tonk girl.  
(Instrumental)  
I just can't make a right with all of my wrongs,  
Every evening of my life seems so long,  
I'm sorry and ashamed for all these things you see,  
But losing him has made a fool of me.  
So fill my glass up to the rim,  
To lose my memory of him,  
I've lost everything in this world,  
And now I'm a Honky Tonk Girl  
  
  

","Ever since you left me I've done nothing but wrong.  
Many nights I've laid awake and cried.  
We was so happy.  
My heart was in a whirl,  
But now I'm a honky tonk girl.  
So turn that jukebox way up high,  
And fill my glass up while I cry.  
I've lost everything in this world,  
And now I'm a honky tonk girl.  
(Instrumental)  
I just can't make a right with all of my wrongs,  
Every evening of my life seems so long,  
I'm sorry and ashamed for all these things you see,  
But losing him has made a fool of me.  
So fill my glass up to the rim,  
To lose my memory of him,  
I've lost everything in this world,  
And now I'm a Honky Tonk Girl"
Loretta Lynn,I'm All He's Got (But He's Got All Of Me),"No he's not a man who brags about his good look wealth or fame  
Though his reputations talk about but he don't hide a thing  
He lives the way he wants to live and that's how he should be  
I'm all he's got but he's got all of me  
Yes I'm all he's got but he's got all of me  
I'll be contented in his loving arms eternaly  
For could he give me more than love how richer could I be  
I'm all he's got but he's got all of me  
[ steel - piano ]  
Yes we have a lot in common and that's more than others have  
Take you preachin' out for something but there's nothing there to brag  
His love is all he has to give but he gives it all to me  
I'm all he's got but he's got all of me  
Yes I'm all he's got...

","No he's not a man who brags about his good look wealth or fame  
Though his reputations talk about but he don't hide a thing  
He lives the way he wants to live and that's how he should be  
I'm all he's got but he's got all of me  
Yes I'm all he's got but he's got all of me  
I'll be contented in his loving arms eternaly  
For could he give me more than love how richer could I be  
I'm all he's got but he's got all of me  
  
Yes we have a lot in common and that's more than others have  
Take you preachin' out for something but there's nothing there to brag  
His love is all he has to give but he gives it all to me  
I'm all he's got but he's got all of me  
Yes I'm all he's got..."
Loretta Lynn,I'm Dynamite,"I know you see that don't touch sun all over me  
My pain is wet and you'll get hurt all over you  
I'm another man's woman to you I'm just bad news  
I'm dynamite so please don't light the fuse  
You turn me on but I can't turn me off I guess the switch is burried in my
mind  
The flame of love is burning just begging to be used  
I'm dynamite so please don't light the fuse  
You cannot do the damage that I'll do and the first thing I'll destroy it will
be you  
Too many other hearts and vows that I can't stand to lose  
I'm dynamite so please don't light the fuse  
[ dobro ]  
You cannot do the damage...  
I'm dynamite so please don't light the fuse  
  
  

","I know you see that don't touch sun all over me  
My pain is wet and you'll get hurt all over you  
I'm another man's woman to you I'm just bad news  
I'm dynamite so please don't light the fuse  
You turn me on but I can't turn me off I guess the switch is burried in my
mind  
The flame of love is burning just begging to be used  
I'm dynamite so please don't light the fuse  
You cannot do the damage that I'll do and the first thing I'll destroy it will
be you  
Too many other hearts and vows that I can't stand to lose  
I'm dynamite so please don't light the fuse  
  
You cannot do the damage...  
I'm dynamite so please don't light the fuse"
Loretta Lynn,I'm Gonna Do Somebody Right,"Well I just found out you let your baby down  
So I made up my mind and my face and I'm goin to town  
I'm gonna pay you back by doin you the way you've done me  
And some dude don't know how lucky he's about to be  
  
[Chorus:]  
I'm gonna do somebody right just to do you wrong  
I'm gonna make his day, if it takes me all night long  
I'm gonna pick him up, love him up, and really come on strong  
I'm gonna do somebody right, I'm gonna break your heart tonight  
I'm gonna do somebody right just to do you wrong  
  
I'm gonna give you just what you deserve  
Cause the crime sure fit's the sentence you must serve  
Then I'm gonna make it twice as hard on you I know because  
I'm gonna come back in the morning and tell you how it was  
  
[Chorus:]

","Well I just found out you let your baby down  
So I made up my mind and my face and I'm goin to town  
I'm gonna pay you back by doin you the way you've done me  
And some dude don't know how lucky he's about to be  
  
  
I'm gonna do somebody right just to do you wrong  
I'm gonna make his day, if it takes me all night long  
I'm gonna pick him up, love him up, and really come on strong  
I'm gonna do somebody right, I'm gonna break your heart tonight  
I'm gonna do somebody right just to do you wrong  
  
I'm gonna give you just what you deserve  
Cause the crime sure fit's the sentence you must serve  
Then I'm gonna make it twice as hard on you I know because  
I'm gonna come back in the morning and tell you how it was"
Loretta Lynn,I'm Living In Two Worlds,"I'm living in two worlds dividing my time  
Unhappy in your world and lonesome in mine  
  
When I'm in your world I just pretend  
That I'm really happy though I don't fit in  
Then I drift in my world so cold and alone  
I'm living in two worlds where do I belong  
I'm living in two worlds...  
  
Old friends in your world are new friends to me  
So I can't take part in your old memories  
Our love shared in two worlds that don't turn the same  
We both have our own worlds and neither can change  
I'm living in two worlds...

","I'm living in two worlds dividing my time  
Unhappy in your world and lonesome in mine  
  
When I'm in your world I just pretend  
That I'm really happy though I don't fit in  
Then I drift in my world so cold and alone  
I'm living in two worlds where do I belong  
I'm living in two worlds...  
  
Old friends in your world are new friends to me  
So I can't take part in your old memories  
Our love shared in two worlds that don't turn the same  
We both have our own worlds and neither can change  
I'm living in two worlds..."
Loretta Lynn,I'm Lonesome For Trouble Tonight,"He's nothin' but trouble but he's always on my mind  
I tried all I know to do to leave trouble behind  
I can hardly live without him I even miss the fights  
I'm lonesome for trouble tonight  
I'm lonesome for trouble tonight  
And I ache for troubles arms to hold me tight  
Everytime we get together seems like nothin' comes out right  
Lord I'm lonesome for trouble tonight  
[ steel ]  
Unhappy when I'm with him I'm unhappy when I'm not  
I've tried so hard to get along but trouble's all I've got  
It's hard to have somebody on your mind but out of sight  
Yes I'm lonesome for trouble tonight  
I'm lonesome for trouble tonight...  
  
  

","He's nothin' but trouble but he's always on my mind  
I tried all I know to do to leave trouble behind  
I can hardly live without him I even miss the fights  
I'm lonesome for trouble tonight  
I'm lonesome for trouble tonight  
And I ache for troubles arms to hold me tight  
Everytime we get together seems like nothin' comes out right  
Lord I'm lonesome for trouble tonight  
  
Unhappy when I'm with him I'm unhappy when I'm not  
I've tried so hard to get along but trouble's all I've got  
It's hard to have somebody on your mind but out of sight  
Yes I'm lonesome for trouble tonight  
I'm lonesome for trouble tonight..."
Loretta Lynn,In The Sweet By And By,"In the sweet by and by we shall meet on that beautiful shore  
In the sweet by and by we shall meet on that beautiful shore  
There's a land that is fairer than day and by faith we can see it apart  
For the father waits over the way to prepare us a dwelling place there  
In the sweet by and by...  
  
To a wonderful father above we shall offer our tribute of praise  
For the glory as gift of his love and the blessings that hallow our days  
In the sweet by and by...

","In the sweet by and by we shall meet on that beautiful shore  
In the sweet by and by we shall meet on that beautiful shore  
There's a land that is fairer than day and by faith we can see it apart  
For the father waits over the way to prepare us a dwelling place there  
In the sweet by and by...  
  
To a wonderful father above we shall offer our tribute of praise  
For the glory as gift of his love and the blessings that hallow our days  
In the sweet by and by..."
Loretta Lynn,It Won't Seem Like Christmas,"Everybody's busy decorating Christmas trees  
And outside icicles hanging from the eaves  
And the snowlakes are flyin' just as far as I can see  
But it won't seem like Christmas to me  
No it won't seem like Christmas you'll be there and I'll be here  
So I'll decorate a heartache with my tears  
So have a merry merry Christmas wherever you may be  
Oh but it won't seem like Christmas to me  
No it won't seem like Christmas what Christmas without you  
I'll be lonely but my darling I'll be true  
So have a merry merry Christmas wherever you may be  
Oh but it won't seem like Christmas to me  
No it won't seem like Christmas to me  
  
  

","Everybody's busy decorating Christmas trees  
And outside icicles hanging from the eaves  
And the snowlakes are flyin' just as far as I can see  
But it won't seem like Christmas to me  
No it won't seem like Christmas you'll be there and I'll be here  
So I'll decorate a heartache with my tears  
So have a merry merry Christmas wherever you may be  
Oh but it won't seem like Christmas to me  
No it won't seem like Christmas what Christmas without you  
I'll be lonely but my darling I'll be true  
So have a merry merry Christmas wherever you may be  
Oh but it won't seem like Christmas to me  
No it won't seem like Christmas to me"
Loretta Lynn,It'll Feel Good When It Quits Hurtin',"When you left me you thought I'll die sit at home alone and cry  
And it hurts me because that you were right  
I tell myself that I'll begin to try and forgive you but then  
I go and cry myself to sleep at night  
But somethin' that my mama said keeps goin' around inside my head  
And if I only knew that it was cool  
The time and tears will wash away this hurt I'm still in night and day  
And I know that I'll get over you  
Mama said one thing for certain it'll feel good when it quits hurtin'  
And you know that mamas always right  
And if this hurt will go away then I'll feel good again someday  
And I won't ever want you in my side  
And now you're spread all around just how you tore my playhouse down  
And that's because you broke my heart in two  
You think that love was fun and game and you don't even feel the shame  
But someday it may all come home to you  
And now you think you're flyin' high and you don't care how much I try  
What goes up will come back down someday  
And if my mama's words are true but then I won't be lovin' you  
And I'll be glad I heard my mama say  
Mama said one thing for certain...  
  

","When you left me you thought I'll die sit at home alone and cry  
And it hurts me because that you were right  
I tell myself that I'll begin to try and forgive you but then  
I go and cry myself to sleep at night  
But somethin' that my mama said keeps goin' around inside my head  
And if I only knew that it was cool  
The time and tears will wash away this hurt I'm still in night and day  
And I know that I'll get over you  
Mama said one thing for certain it'll feel good when it quits hurtin'  
And you know that mamas always right  
And if this hurt will go away then I'll feel good again someday  
And I won't ever want you in my side  
And now you're spread all around just how you tore my playhouse down  
And that's because you broke my heart in two  
You think that love was fun and game and you don't even feel the shame  
But someday it may all come home to you  
And now you think you're flyin' high and you don't care how much I try  
What goes up will come back down someday  
And if my mama's words are true but then I won't be lovin' you  
And I'll be glad I heard my mama say  
Mama said one thing for certain..."
Loretta Lynn,It's Been So Long Darling,"It's been so long darling since I had to go away  
It's been so long darling and I'll never forget that day  
Although I never mentioned it I cried the whole day long  
It's been so long darling but now you're comin' home  
It's been so long darling but it won't be long now  
It's been so long darling and I've kept every vow  
He'll sign me right here waitin' as you did in days gone by  
It's been so long darling please don't blame me if I cry  
[ steel ]  
It's been so long darling since I gazed into your eyes  
It's been so long darling do you really realize  
That's just the thought of seeing you it scares me through and through  
It's been so long darling since I had a kiss from you  
It's been so long darling but now you're comin' home  
  
  

","It's been so long darling since I had to go away  
It's been so long darling and I'll never forget that day  
Although I never mentioned it I cried the whole day long  
It's been so long darling but now you're comin' home  
It's been so long darling but it won't be long now  
It's been so long darling and I've kept every vow  
He'll sign me right here waitin' as you did in days gone by  
It's been so long darling please don't blame me if I cry  
  
It's been so long darling since I gazed into your eyes  
It's been so long darling do you really realize  
That's just the thought of seeing you it scares me through and through  
It's been so long darling since I had a kiss from you  
It's been so long darling but now you're comin' home"
Loretta Lynn,It's Such A Pretty World Today,"It's such a pretty world today I look at the sunshine  
And every day's the same since I met you  
It's such a pretty world today knowin' that you're mine  
And happinsess is being close to you  
  
And though the rain may fall my skies will all be blue  
If I look close enough the sun would come shinin' through  
It's such a pretty world today look at the sunshine  
Today and every day since I met you  
  
Though the rain may fall...  
Today and every day since I met you

","It's such a pretty world today I look at the sunshine  
And every day's the same since I met you  
It's such a pretty world today knowin' that you're mine  
And happinsess is being close to you  
  
And though the rain may fall my skies will all be blue  
If I look close enough the sun would come shinin' through  
It's such a pretty world today look at the sunshine  
Today and every day since I met you  
  
Though the rain may fall...  
Today and every day since I met you"
Loretta Lynn,It's Time To Pay The Fiddler,"Well it's time to pay the fiddler and it's sad to know we've danced it all
away  
But the one night's disappearing leaving nothin' but the cold hard light of
day  
And it's time to start erasin' all the rainbows we've been chasing in our
minds  
We know there's no way of making other ties on us unravel and unwind  
Yes it's time to pay the fiddler and today's the day the thirsty someones do  
For the rest of all my days I wonder why the maker mismatched me and you  
But there's so much to consider like my man and little baby  
Will need and want my love just like you do  
Now it's time to pay the fiddler but before we pay the fiddler  
Let's say to him please play one last final tune  
[ fiddle ]  
Well it's time to pay the fiddler now there's naked sorrow drippin' from my
eyes  
On'ry stranded and unshamed we've loved each other now we've got to leave it
lie  
But I can feel my hands a trembling and I search to find a handle on the door  
So let's let the fiddler pull his magic bow across our heart strings just once
more  
Yes it's time to pay the fiddler...  
  
  

","Well it's time to pay the fiddler and it's sad to know we've danced it all
away  
But the one night's disappearing leaving nothin' but the cold hard light of
day  
And it's time to start erasin' all the rainbows we've been chasing in our
minds  
We know there's no way of making other ties on us unravel and unwind  
Yes it's time to pay the fiddler and today's the day the thirsty someones do  
For the rest of all my days I wonder why the maker mismatched me and you  
But there's so much to consider like my man and little baby  
Will need and want my love just like you do  
Now it's time to pay the fiddler but before we pay the fiddler  
Let's say to him please play one last final tune  
  
Well it's time to pay the fiddler now there's naked sorrow drippin' from my
eyes  
On'ry stranded and unshamed we've loved each other now we've got to leave it
lie  
But I can feel my hands a trembling and I search to find a handle on the door  
So let's let the fiddler pull his magic bow across our heart strings just once
more  
Yes it's time to pay the fiddler..."
Loretta Lynn,I've Got A Picture Of Us On My Mind,"In a hot dusty bar room in town  
That old jukebox plays the honky tonk sound  
You might think that I'm crying, Lord I am  
But I'm trying to get over what's over and through  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind  
From the pockets of his ragged old jeans  
He paid the preacher after we said I do  
I think of good times we've known  
That were as good as he's gone  
This glass of red wine feels good going down  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind  

","In a hot dusty bar room in town  
That old jukebox plays the honky tonk sound  
You might think that I'm crying, Lord I am  
But I'm trying to get over what's over and through  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind  
From the pockets of his ragged old jeans  
He paid the preacher after we said I do  
I think of good times we've known  
That were as good as he's gone  
This glass of red wine feels good going down  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind  
I've got a picture of us on my mind  
Sweet, sweet scenes of once upon a time  
I can't picture myself with anyone else  
I've got a picture of us on my mind"
Loretta Lynn,I've Got Texas In My Heart,"I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good ole saddle leather I've got Texas in my heart  
I've got a lotta friends in Amarrilo I like Dallas Forth Worth Houston San
Antone  
Got a pinin' in my heart to be in Texas I've said I'll wind up makin' it my
home  
I'm packin' up my old suitcases to go see old familiar faces  
The Lone Star State has won my heart doggone it  
And long horn steak with lots of ketchup on it I've got Texas in my heart  
[ banjo ]  
I love the western way they grab in Texas where that Lone Star hat is mighty
plain  
You can bet your boots and saddle I love Texas gonna hang and to go back there
again  
I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good old saddle leather I've got Texas in my heart  
(The eyes of Texas are upon you) I've got Texas in my heart  
  
  

","I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good ole saddle leather I've got Texas in my heart  
I've got a lotta friends in Amarrilo I like Dallas Forth Worth Houston San
Antone  
Got a pinin' in my heart to be in Texas I've said I'll wind up makin' it my
home  
I'm packin' up my old suitcases to go see old familiar faces  
The Lone Star State has won my heart doggone it  
And long horn steak with lots of ketchup on it I've got Texas in my heart  
  
I love the western way they grab in Texas where that Lone Star hat is mighty
plain  
You can bet your boots and saddle I love Texas gonna hang and to go back there
again  
I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good old saddle leather I've got Texas in my heart  
(The eyes of Texas are upon you) I've got Texas in my heart"
Loretta Lynn,I've Never Been This Far Before,"I can almost hear the stillness  
As it yelds to the sound of my heart beating  
And I can almost hear the echo  
Of the thoughts that I know you must be thinking  
You can feel my body tremble  
As I wonder what this moment holds in store  
And as you put my arms around me  
You can tell I've never been this far before  
I can hear you say you love me  
As your trembling fingers touch forbidden places (pum pum pum)  
But you don't know how I've waited  
So long for the chance that we're finally takin' (pum pum pum)  
I don't know and I don't care  
What made you tell her you don't love her anymore  
As I taste your tender kisses  
You can tell I've never been this far before (pum pum pum)  
And as you take the love I'm givin'  
I can feel the tension buildin' in my mind (pum pum pum pum pum pum)  
Now I wonder if tomorrow  
Will you still love me like you're lovin' me tonight (pum pum pum pum pum pum)  
Oh you have no way of knowin'  
But tonight will only make me want you more  
And I hope that you'll believe me  
Cause you know I've never been this far before (pum pum pum pum pum pum)  
(Pum pum pum)  
  
  

","I can almost hear the stillness  
As it yelds to the sound of my heart beating  
And I can almost hear the echo  
Of the thoughts that I know you must be thinking  
You can feel my body tremble  
As I wonder what this moment holds in store  
And as you put my arms around me  
You can tell I've never been this far before  
I can hear you say you love me  
As your trembling fingers touch forbidden places (pum pum pum)  
But you don't know how I've waited  
So long for the chance that we're finally takin' (pum pum pum)  
I don't know and I don't care  
What made you tell her you don't love her anymore  
As I taste your tender kisses  
You can tell I've never been this far before (pum pum pum)  
And as you take the love I'm givin'  
I can feel the tension buildin' in my mind (pum pum pum pum pum pum)  
Now I wonder if tomorrow  
Will you still love me like you're lovin' me tonight (pum pum pum pum pum pum)  
Oh you have no way of knowin'  
But tonight will only make me want you more  
And I hope that you'll believe me  
Cause you know I've never been this far before (pum pum pum pum pum pum)  
(Pum pum pum)"
Loretta Lynn,Jealous Heart,"Jealous heart, oh jealous heart stop beating  
Can't you see the damage you have done  
You have driven him away forever  
Jealous heart, now I'm the lonely one  
I was part of everything he planned for  
And I know he loved me from the start  
Now he hates the sight of all I stand for  
All because of you, oh jealous heart  
  
Jealous heart, why did I let you rule me  
When I knew the end would bring me pain  
Now he's gone, he's gone and found another  
Oh I'll never see my love again  
Through the years his memory will haunt me  
Even though we're many miles apart  
It's so hard to know he'll never want me  
'Cause he heard your beating, jealous heart

","Jealous heart, oh jealous heart stop beating  
Can't you see the damage you have done  
You have driven him away forever  
Jealous heart, now I'm the lonely one  
I was part of everything he planned for  
And I know he loved me from the start  
Now he hates the sight of all I stand for  
All because of you, oh jealous heart  
  
Jealous heart, why did I let you rule me  
When I knew the end would bring me pain  
Now he's gone, he's gone and found another  
Oh I'll never see my love again  
Through the years his memory will haunt me  
Even though we're many miles apart  
It's so hard to know he'll never want me  
'Cause he heard your beating, jealous heart"
Loretta Lynn,Jesus Is A Soul Man,"Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
Oh, they say that He's a square  
That Jesus, He ain't nowhere  
I know better, He lives in my heart  
Jesus is a soul man  
  
You can find Him in the Bible pages  
Jesus, He's the rock of ages  
He hides me in the cleft of the rock  
Jesus is a soul man  
  
Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
He calms the waves when the storm is ragin'  
Keep me safe when the Devil's ravin'  
He's my staff, He's my sword and my shield  
Jesus is a soul man  
  
Shadrach, Meshach, Abednego  
The king, he said, in the fire they must go  
He found out that the fire wouldn't burn 'em  
They were saved by the soul man  
  
Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
Jesus is a soul man  
Jesus is a soul man  
My Jesus is a soul man  
And I'm sure sold on Him

","Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
Oh, they say that He's a square  
That Jesus, He ain't nowhere  
I know better, He lives in my heart  
Jesus is a soul man  
  
You can find Him in the Bible pages  
Jesus, He's the rock of ages  
He hides me in the cleft of the rock  
Jesus is a soul man  
  
Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
He calms the waves when the storm is ragin'  
Keep me safe when the Devil's ravin'  
He's my staff, He's my sword and my shield  
Jesus is a soul man  
  
Shadrach, Meshach, Abednego  
The king, he said, in the fire they must go  
He found out that the fire wouldn't burn 'em  
They were saved by the soul man  
  
Jesus is a soul man  
Jesus is a soul man  
Jesus is a soul man  
And I'm sure sold on Him  
  
Jesus is a soul man  
Jesus is a soul man  
My Jesus is a soul man  
And I'm sure sold on Him"
Loretta Lynn,Johnny One Time,"So he told you you're the dream that he's been searching for  
And he told you that he'd never met anyone like you before  
And I can hear him telling you your lips taste just like sherry wine  
But did he tell you that he's known as Johnny one time  
  
So he told you that he'd never lead your heart astray  
And he told you that he'd love you forever and a day  
And I can hear him telling you he's the shy and bashful kind  
But did he tell you that he's known as Johnny one time  
  
Did he tell you that your heart will soon become  
Another trinket on his bracelets of broken hearts  
Did he tell you that the morning sun will find you  
Patching up your shattered pride and searching for the missing parts  
  
Did he tell you that the special love you're saving  
Will disappear in shame and flames like mine  
Did he tell you that he's known as Johnny one time  
Did he tell you that your heart  
Did he tell you that your heart

","So he told you you're the dream that he's been searching for  
And he told you that he'd never met anyone like you before  
And I can hear him telling you your lips taste just like sherry wine  
But did he tell you that he's known as Johnny one time  
  
So he told you that he'd never lead your heart astray  
And he told you that he'd love you forever and a day  
And I can hear him telling you he's the shy and bashful kind  
But did he tell you that he's known as Johnny one time  
  
Did he tell you that your heart will soon become  
Another trinket on his bracelets of broken hearts  
Did he tell you that the morning sun will find you  
Patching up your shattered pride and searching for the missing parts  
  
Did he tell you that the special love you're saving  
Will disappear in shame and flames like mine  
Did he tell you that he's known as Johnny one time  
Did he tell you that your heart  
Did he tell you that your heart"
Loretta Lynn,Just A Little Talk With Jesus,"I once was lost in sin but Jesus took me in  
And then a little light from heaven filled my soul  
He bathed my heart in love and wrote my name above  
And just a little talk with my Jesus made me whole  
(Now let us) have a little talk with Jesus (let us) tell him all about our
troubles  
(He will) hear our faintest cry (and we will) answer by and by  
(Now when you) feel a little prayer wheel turning  
(Then you'll) know a little fire is burning  
(You will) find a little talk with Jesus makes it right  
  
(Now let us) have a little talk  
  
I may have doubts and fears my eyes be filled with tears  
But Jesus is a friend who watches day and night  
I go to him in prayer he knows my every care  
And just a little talk with my Jesus gonna makes it right  
(Now let us) have a little talk  
(Makes it right)

","I once was lost in sin but Jesus took me in  
And then a little light from heaven filled my soul  
He bathed my heart in love and wrote my name above  
And just a little talk with my Jesus made me whole  
(Now let us) have a little talk with Jesus (let us) tell him all about our
troubles  
(He will) hear our faintest cry (and we will) answer by and by  
(Now when you) feel a little prayer wheel turning  
(Then you'll) know a little fire is burning  
(You will) find a little talk with Jesus makes it right  
  
(Now let us) have a little talk  
  
I may have doubts and fears my eyes be filled with tears  
But Jesus is a friend who watches day and night  
I go to him in prayer he knows my every care  
And just a little talk with my Jesus gonna makes it right  
(Now let us) have a little talk  
(Makes it right)"
Loretta Lynn,Just Get Up And Close The Door,"How can I be sure you're being honest with me can I take your love for truth  
There comes a time in every woman's life when she needs a little proof  
So show me something different something I ain't never seen before  
This time instead of gettin' up and goin' home to her just get up and close
the door  
Just get up and close the door  
And say you'll stay with me tonight say you won't regret the morning light  
Then I'll believe the words of love you've said to me before  
If you'll just get up and close the door  
This time instead of gettin' up and goin' home to her just get up and close
the door  
  
  

","How can I be sure you're being honest with me can I take your love for truth  
There comes a time in every woman's life when she needs a little proof  
So show me something different something I ain't never seen before  
This time instead of gettin' up and goin' home to her just get up and close
the door  
Just get up and close the door  
And say you'll stay with me tonight say you won't regret the morning light  
Then I'll believe the words of love you've said to me before  
If you'll just get up and close the door  
This time instead of gettin' up and goin' home to her just get up and close
the door"
